558340	DSName	XSec	FiltEff	kFactor
604221	PhH7EG_NLO_LQ_S43_DYSP_lam32_3500_2p5_600SL14000	0.00077379	0.3016172	1
604222	PhH7EG_NLO_LQ_S43_DYSP_lam32_3500_3p5_100SL600	0.0348	0.05387294	1
604223	PhH7EG_NLO_LQ_S43_DYSP_lam32_3500_3p5_600SL14000	0.0024111	0.3049637	1
604231	PhH7EG_NLO_LQ_S43_ResProd_lam33_1000_1p0	0.0050631	1	1
604232	PhH7EG_NLO_LQ_S43_ResProd_lam33_2000_1p0	0.00012302	1	1
604233	PhH7EG_NLO_LQ_S43_ResProd_lam33_3000_1p0	8.78E-06	1	1
604234	PhH7EG_NLO_LQ_S43_ResProd_lam33_1000_1p5	0.011706	1	1
604235	PhH7EG_NLO_LQ_S43_ResProd_lam33_2000_1p5	0.00031198	1	1
604236	PhH7EG_NLO_LQ_S43_ResProd_lam33_3000_1p5	2.69E-05	1	1
604237	PhH7EG_NLO_LQ_S43_ResProd_lam33_1000_2p0	0.021575	1	1
604238	PhH7EG_NLO_LQ_S43_ResProd_lam33_2000_2p0	0.0006362	1	1
604239	PhH7EG_NLO_LQ_S43_ResProd_lam33_3000_2p0	6.52E-05	1	1
525719	MGPy8EG_U1LQcnv_M500	2.73E-06	1	1
525720	MGPy8EG_U1LQcnv_M1000	7.98E-08	1	1
525721	MGPy8EG_U1LQcnv_M1400	1.12E-08	1	1
525722	MGPy8EG_U1LQcnv_M2000	1.02E-09	1	1
525723	MGPy8EG_U1LQcnv_M2500	1.86E-10	1	1
525724	MGPy8EG_U1LQcnv_M2800	7.24E-11	1	1
